start_date,end_date,current_flag,dataset_row_id,id,license_id,account_number,site_number,legal_name,doing_business_as_name,address,city,state,zip_code,ward,precinct,police_district,license_code,license_description,license_number,application_type,application_created_date,application_requirements_complete,payment_date,conditional_approval,license_term_start_date,license_term_expiration_date,license_approved_for_issuance,date_issued,license_status,license_status_change_date,ssa,latitude,longitude,location
2014-08-14 02:21:12.178731,,True,231121,2314176-20140304,2314176,359663,2,CATHERINE ROBINSON,GLAMOUR GIRL BOUTIQUE,118-118 1/2 E 47TH ST 1ST ,CHICAGO,IL,60653,3,35,2,1010,Limited Business License,2314176,ISSUE,2014-03-04,2014-03-04,2014-03-04,False,2014-03-04,2015-02-15,2014-03-04,2014-03-04,AAI,,56,41.8094093351636,-87.622027518743,"(41.80940933516355, -87.62202751874301)"
2014-08-14 02:21:12.178731,,True,343491,1382229-20140616,2322241,31840,2,"RMF, INC.",SUPREME JEWELER,1515 E 53RD ST  ,CHICAGO,IL,60615,4,54,2,1683,Secondhand Dealer (Includes Valuable Objects),1382229,RENEW,,2014-04-15,2014-06-13,False,2014-06-16,2016-06-15,2014-06-13,2014-06-16,AAI,,61,41.7994390829569,-87.5884961930652,"(41.79943908295689, -87.5884961930652)"
2014-08-14 02:21:12.178731,,True,343633,2328327-20140521,2328327,47394,4,THE RED BALLOON COMPANY,The Red Balloon Company,1504 E 53RD ST  ,CHICAGO,IL,60615,4,47,2,1010,Limited Business License,2328327,ISSUE,2014-05-09,2014-05-15,2014-05-20,False,2014-05-21,2015-11-15,2014-05-20,2014-05-21,AAI,,61,41.799654864231,-87.5888918902504,"(41.799654864230995, -87.58889189025041)"
2014-08-14 02:21:12.178731,,True,344828,2205181-20140516,2316382,55498,1,LUDELLA LEWIS,LUDELLA LEWIS & CO,4352 S WELLS ST 2 ,CHICAGO,IL,60609,3,18,9,4404,Regulated Business License,2205181,RENEW,,2014-03-15,2014-04-16,False,2014-05-16,2016-05-15,2014-04-16,2014-04-17,AAI,,,41.814862647667,-87.6324696115915,"(41.81486264766705, -87.63246961159153)"
2014-08-14 02:21:12.178731,,True,346031,2308226-20140129,2308226,387827,1,"LORRI A. NEWSON & ASSOCIATES, Inc. ","LORRI A. NEWSON & ASSOCIATES, INC.",4525 S FORRESTVILLE AVE 1ST FLOOR ,CHICAGO,IL,60653,3,,,4404,Regulated Business License,2308226,ISSUE,,2014-01-28,2014-01-28,False,2014-01-29,2016-02-15,2014-01-28,2014-01-29,AAI,,,41.8123110852706,-87.6125563496797,"(41.81231108527059, -87.61255634967966)"
2014-08-14 02:21:12.178731,,True,346154,1044743-20140616,2322831,85998,2,"BRAATEN ENTERPRISES, LTD",BONNE SANTE HEALTH FOODS INC.,1512 E 53RD ST 1 ,CHICAGO,IL,60615,4,47,2,1006,Retail Food Establishment,1044743,RENEW,,2014-04-15,2014-05-13,False,2014-06-16,2016-06-15,2014-05-13,2014-05-14,AAI,,61,41.7996579169884,-87.5885781422829,"(41.79965791698844, -87.58857814228286)"
2014-08-14 02:21:12.178731,,True,346327,1334026-20140616,2323351,258947,1,GUPTA FOOD INC,MARKET IN THE PARK,5050 S LAKE SHORE WEST DR  ,CHICAGO,IL,60615,4,29,2,1006,Retail Food Establishment,1334026,RENEW,,2014-04-15,2014-06-13,False,2014-06-16,2016-06-15,2014-06-13,2014-06-16,AAI,,,41.8028797781133,-87.5818436939268,"(41.802879778113265, -87.58184369392683)"
2014-08-14 02:21:12.178731,,True,346430,2134658-20140116,2298115,368976,1,DENNIS CAPLE,BILLY'S BARBER SHOP AND A CUT ABOVE,323 W 47TH ST 1ST ,CHICAGO,IL,60609,3,17,9,1010,Limited Business License,2134658,RENEW,,2013-11-15,2014-01-14,False,2014-01-16,2016-01-15,2014-01-14,2014-01-15,AAI,,,41.8089657832806,-87.6343516512528,"(41.8089657832806, -87.63435165125277)"
2014-08-14 02:21:12.178731,,True,117777,1547605-20140216,2301715,299710,66,"HIGHLAND PARK CVS, L.L.C.",CVS/PHARMACY #5836,1228 E 53RD ST  ,CHICAGO,IL,60615,4,1,2,1781,Tobacco Retail Over Counter,1547605,RENEW,,2013-12-15,2014-01-14,False,2014-02-16,2016-02-15,2014-01-14,2014-01-17,AAI,,61,41.7995778336499,-87.5954321093407,"(41.79957783364987, -87.5954321093407)"
2014-08-14 02:21:12.178731,,True,117886,2218575-20140816,2349390,335272,1,OLLIE MAE LEWIS,OLLIE MAE LEWIS,810 E HYDE PARK BLVD  ,CHICAGO,IL,60615,4,3,2,4406,Peddler License,2218575,RENEW,,2014-07-29,2014-07-29,False,2014-08-16,2016-08-15,,2014-07-29,AAI,,47,41.8023734711097,-87.6058876084398,"(41.80237347110972, -87.60588760843979)"
2014-08-14 02:21:12.178731,,True,118107,79076-20140616,2322846,86474,2,"THE WOODLAWN TAP, INC.",THE WOODLAWN TAP,1168 -1172 E 55TH ST  1ST,CHICAGO,IL,60616,4,41,2,1470,Tavern,79076,RENEW,,2014-04-15,2014-04-29,False,2014-06-16,2016-06-15,2014-04-29,2014-04-30,AAI,,,41.7951730276112,-87.5968508396001,"(41.79517302761119, -87.59685083960005)"
2014-08-14 02:21:12.178731,,True,119083,2184932-20140616,2324236,321272,4,PARKING SPACES INCORPORATED,"Parking Spaces, Inc.",1538 E 54TH ST GROUND ,CHICAGO,IL,60615,4,,,1003,Public Garage,2184932,RENEW,,2014-04-15,2014-05-20,False,2014-06-16,2016-06-15,2014-05-20,2014-05-21,AAI,,61,41.7982029512908,-87.5876510633317,"(41.798202951290776, -87.58765106333168)"
2014-08-14 02:21:12.178731,,True,119817,48665-20140516,2315789,17055,1,"STEVE'S FOOD & LIQUOR, INC.",200 LIQUORS,204 E 47TH ST 1ST ,CHICAGO,IL,60653,3,35,2,1474,Package Goods,48665,RENEW,,2014-03-15,2014-05-06,False,2014-05-16,2016-05-15,2014-05-07,2014-05-07,AAI,,56,41.8094238941323,-87.6209518019999,"(41.8094238941323, -87.62095180199994)"
2014-08-14 02:21:12.178731,,True,233031,1138789-20140416,2310679,212016,1,MIDWEST REFRIGERATION CORP,MIDWEST REFRIGERATION CORP,900 E 61 ST  ,MERRILLVILLE,IN,46410,,,,1010,Limited Business License,1138789,RENEW,,2014-02-15,2014-03-20,False,2014-04-16,2016-04-15,2014-03-20,2014-03-21,AAI,,,41.7841882597638,-87.6043078179753,"(41.7841882597638, -87.6043078179753)"
2014-08-14 02:21:12.178731,,True,233802,61788-20140116,2350159,41833,1,NICHEM CORP.,NICHEM CORP.,600 W 52ND ST  1,CHICAGO,IL,60609,3,48,9,1009,Manufacturing Establishments,61788,RENEW,,2014-08-08,2014-08-08,False,2014-01-16,2016-01-15,2014-08-08,2014-08-11,AAI,,,41.7999604796572,-87.6405930356584,"(41.79996047965724, -87.64059303565836)"
2014-08-14 02:21:12.178731,,True,234163,1991620-20140116,2297566,346832,1,"HONEY'S TO GO CARRYOUT, INC.",HONEY'S TO GO CARRYOUT,5401 S WENTWORTH AVE  ,CHICAGO,IL,60609,3,8,2,1006,Retail Food Establishment,1991620,RENEW,,2013-11-15,2014-02-04,False,2014-01-16,2016-01-15,2014-02-04,2014-02-04,AAI,,,41.7962348752194,-87.6304049243866,"(41.796234875219376, -87.63040492438661)"
2014-08-14 02:21:12.178731,,True,347187,2206386-20140616,2323532,270519,1,HUTCHINS HOUSE LTD,HUTCHINS HOUSE LTD,4810 S ELLIS AVE  ,CHICAGO,IL,60615,4,40,2,4404,Regulated Business License,2206386,RENEW,,2014-04-15,2014-05-08,False,2014-06-16,2016-06-15,2014-06-12,2014-06-13,AAI,,,41.8073956670819,-87.6018048756674,"(41.807395667081856, -87.60180487566743)"
2014-08-14 02:21:12.178731,,True,348355,2205152-20140616,2322479,53710,3,"BROWN & MOMEN ASSOC.,INC","BROWN & MOMEN ASSOC., INC.",823 E DREXEL SQUARE DR  ,CHICAGO,IL,60615,4,3,2,4404,Regulated Business License,2205152,RENEW,,2014-04-15,2014-04-21,False,2014-06-16,2016-06-15,2014-04-21,2014-04-22,AAI,,,41.8012895318514,-87.60539682926,"(41.80128953185144, -87.60539682925999)"
2014-08-14 02:21:12.178731,,True,349916,1517808-20140616,2323632,280569,1,"MAZEN TRADING, INC.",CORNEL DOLLAR PLUS,1631 E 55TH ST  ,CHICAGO,IL,60615,5,35,2,1781,Tobacco Retail Over Counter,1517808,RENEW,,2014-04-15,2014-06-10,False,2014-06-16,2016-06-15,2014-06-10,2014-06-10,AAI,,61,41.7951027641742,-87.5853351401324,"(41.79510276417419, -87.58533514013237)"
2014-08-14 02:21:12.178731,,True,7836,2341364-20140708,2341364,391654,1,THE SPACE LLC,THE SPACE,5307 S HYDE PARK BLVD  202,CHICAGO,IL,60615,5,11,2,4404,Regulated Business License,2341364,ISSUE,2014-07-02,2014-07-02,2014-07-07,False,2014-07-08,2016-07-15,2014-07-07,2014-07-08,AAI,,,41.7993649139407,-87.583903248775,"(41.79936491394068, -87.58390324877499)"
2014-08-14 02:21:12.178731,,True,7928,2313665-20140220,2313665,388346,1,ANTHONY J. BALDWIN,REAL ROOTS CHICAGO,500 E 47TH ST 1ST 1 N,CHICAGO,IL,60653,3,30,2,1010,Limited Business License,2313665,ISSUE,2014-02-20,2014-02-20,2014-02-20,False,2014-02-20,2016-03-15,2014-02-20,2014-02-20,AAI,,56,41.8095360135845,-87.6137963469721,"(41.80953601358446, -87.61379634697208)"
2014-08-14 02:21:12.178731,,True,8108,1141779-20140616,2323040,214006,1,BROTHERS II CORP,SHELL GAS & FOOD MART,4700 S MICHIGAN AVE  ,CHICAGO,IL,60615,3,1,2,1006,Retail Food Establishment,1141779,RENEW,,2014-04-15,2014-05-29,False,2014-06-16,2016-06-15,2014-05-29,2014-05-30,AAI,,56,41.8091935132013,-87.6229793064198,"(41.80919351320132, -87.62297930641978)"
2014-08-14 02:21:12.178731,,True,9700,2204644-20140616,2322228,30905,1,"J.I.D. GENERAL CONTRACTING,CO.","J.I.D. GENERAL CONTRACTING, CO.",5481 S RIDGEWOOD CT  1,CHICAGO,IL,60615,4,55,2,4404,Regulated Business License,2204644,RENEW,,2014-04-15,2014-04-24,False,2014-06-16,2016-06-15,2014-04-24,2014-04-25,AAI,,,41.7958306888341,-87.5924173243473,"(41.795830688834094, -87.59241732434731)"
2014-08-14 02:21:12.178731,,True,9934,2304546-20140109,2304546,387466,1,ROBERT DEVORAK GRIFFIN,ROBERT DEVORAK GRIFFIN,5612 S WABASH AVE  ,CHICAGO,IL,60637,20,31,2,4406,Peddler License,2304546,ISSUE,2014-01-09,2014-01-09,2014-01-09,False,2014-01-09,2016-01-15,,2014-01-09,AAI,,,41.7924399343058,-87.6241748818957,"(41.79243993430579, -87.6241748818957)"
2014-08-14 02:21:12.178731,,True,121989,56555-20140116,2295907,39941,1,SULLIVAN PROVISIONS INC.,SULLIVAN PROVISIONS INC.,703 W 47TH ST 1ST ,CHICAGO,IL,60609,11,28,9,1007,Wholesale Food Establishment,56555,RENEW,,2013-11-15,2014-01-27,False,2014-01-16,2016-01-15,2014-01-27,2014-01-28,AAI,,,41.808793526659,-87.6432527127897,"(41.808793526659024, -87.64325271278966)"
2014-08-14 02:21:12.178731,,True,123446,2205897-20140616,2323150,222017,1,CULTURAL COMMUNICATIONS LLC,CULTURAL COMMUNICATIONS LLC,4701 S WOODLAWN AVE  F,CHICAGO,IL,60615,4,22,2,4404,Regulated Business License,2205897,RENEW,,2014-04-15,2014-05-23,False,2014-06-16,2016-06-15,2014-05-23,2014-05-27,AAI,,47,41.8096190554961,-87.596685348703,"(41.80961905549611, -87.59668534870299)"
2014-08-14 02:21:12.178731,,True,124344,2177960-20140816,2339964,374445,1,"CHICAGO FUEL & MINI MART, INC.",CITGO FUEL & MINI MART,6700 S COTTAGE GROVE AVE  ,CHICAGO,IL,60637,20,18,3,1006,Retail Food Establishment,2177960,RENEW,,2014-06-15,2014-07-27,False,2014-08-16,2016-08-15,2014-07-27,2014-07-28,AAI,,,41.7730478218863,-87.6059130528716,"(41.77304782188627, -87.6059130528716)"
2014-08-14 02:21:12.178731,,True,235911,1803260-20140116,2297203,314894,1,"M C OIL GROUP, INC.",BP AMOCO,4300 S STATE ST GROUND ,CHICAGO,IL,60609,3,19,2,1275,Filling Station,1803260,RENEW,,2013-11-15,2014-01-17,False,2014-01-16,2016-01-15,2014-01-17,2014-01-21,AAI,,,41.8163958339281,-87.6264128942879,"(41.81639583392806, -87.62641289428794)"
2014-08-14 02:21:12.178731,,True,236510,17576-20140616,2322617,63223,1,MARY L BASCOM,HAROLD'S CHICKEN SHACK,1208 E 53RD ST  1,CHICAGO,IL,60615,4,1,2,1006,Retail Food Establishment,17576,RENEW,,2014-04-15,2014-05-20,False,2014-06-16,2016-06-15,2014-05-20,2014-05-21,AAI,,61,41.7995700056989,-87.5962391078313,"(41.799570005698875, -87.5962391078313)"
2014-08-14 02:21:12.178731,,True,237018,2036675-20140316,2307048,353616,1,"SOS SWAGGER LTD.,",SWAGGER BAR  & GRILL,5048-5050 S PRAIRIE AVE 1-2 ,CHICAGO,IL,60615,3,37,2,1006,Retail Food Establishment,2036675,RENEW,,2014-01-15,2014-05-14,False,2014-03-16,2016-03-15,2014-05-14,2014-05-14,AAI,,52,41.8024249280572,-87.6195649659291,"(41.802424928057164, -87.61956496592906)"
2014-08-14 02:21:12.178731,,True,238620,34595-20140416,2309682,14876,1,NATHAN STELZER,NEIHAUS CONSTRUCTION,4712  GREENWOOD  1ST ,SKOKIE,IL,60076,,,,1010,Limited Business License,34595,RENEW,,2014-02-15,2014-03-09,False,2014-04-16,2016-04-15,2014-03-09,2014-03-10,AAI,,47,41.8091833647363,-87.5994040979935,"(41.80918336473632, -87.59940409799353)"
2014-08-14 02:21:12.178731,,True,238813,2204887-20140616,2322346,41759,3,MARIA JOSSEY,AVE MARIA,4751 S WOODLAWN AVE  ,CHICAGO,IL,60615,4,22,2,4404,Regulated Business License,2204887,RENEW,,2014-04-15,2014-06-06,False,2014-06-16,2016-06-15,2014-06-06,2014-06-09,AAI,,47,41.8081052372415,-87.5966585603699,"(41.80810523724153, -87.59665856036993)"
2014-08-14 02:21:12.178731,,True,351940,2319774-20140318,2319774,388961,1,MUTUAL PROGRESSION INC.,MUTUAL PROGRESSION,370 E 63RD ST 1ST ,CHICAGO,IL,60637,20,7,3,1010,Limited Business License,2319774,ISSUE,2014-03-18,2014-03-18,2014-03-18,False,2014-03-18,2016-04-15,2014-03-18,2014-03-18,AAI,,,41.7803410743843,-87.616010347777,"(41.78034107438431, -87.61601034777703)"
2014-08-14 02:21:12.178731,,True,352570,1542-20140616,2321316,290,1,"PELLETIER ENTERPRISES, INC.",MELLOW YELLOW,1508 E 53RD ST  ,CHICAGO,IL,60615,4,47,2,1006,Retail Food Establishment,1542,RENEW,,2014-04-15,2014-05-08,False,2014-06-16,2016-06-15,2014-05-08,2014-05-08,AAI,,61,41.7996562052008,-87.5887357108592,"(41.799656205200755, -87.58873571085915)"
2014-08-14 02:21:12.178731,,True,125221,2216631-20140616,2323585,274490,1,"HYDE PARK CLEANERS, LTD.","HYDE PARK CLEANERS, LTD.",5422 S LAKE PARK AVE  UNIT C,CHICAGO,IL,60615,4,54,2,4404,Regulated Business License,2216631,RENEW,,2014-04-15,2014-04-22,False,2014-06-16,2016-06-15,2014-04-22,2014-06-27,AAI,,61,41.7973620076771,-87.5874053970481,"(41.79736200767711, -87.58740539704812)"
2014-08-14 02:21:12.178731,,True,127766,2232177-20140816,2339047,355521,11,BRIGHT HORIZONS CHILDREN'S CENTERS LLC,UCHICAGO CHILD DEVELOPMENT CENTER DREXEL,5610 S DREXEL AVE 1 1,CHICAGO,IL,60637,5,52,2,1023,Children's Services Facility License,2232177,RENEW,,2014-06-15,2014-07-01,False,2014-08-16,2016-08-15,2014-08-06,2014-08-07,AAI,,,41.7928090983664,-87.6039242286763,"(41.792809098366355, -87.60392422867632)"
2014-08-14 02:21:12.178731,,True,239911,2208173-20140616,2324565,340988,1,MIDWEST WESTERN RECEIVERHIPCARE TAKER ASSOCIATION INC.,MIDWEST WESTERN RECEIPERSHIP CARE TAKER ASSOCIATION INC.,4850 S LAKE PARK AVE 3RD 311,CHICAGO,IL,60615,4,9,2,4404,Regulated Business License,2208173,RENEW,,2014-04-15,2014-06-16,False,2014-06-16,2016-06-15,2014-06-16,2014-06-17,AAI,,,41.806195549526,-87.5895782827317,"(41.80619554952596, -87.58957828273167)"
2014-08-14 02:21:12.178731,,True,241123,62801-20140116,2296444,86373,1,"ALMUFLIHI FOOD & LIQUOR, INC.",ALMUFLIHI FOOD & LIQUOR,5400-5404 S HALSTED ST 1ST ,CHICAGO,IL,60609,20,40,9,1474,Package Goods,62801,RENEW,,2013-11-15,2014-01-28,False,2014-01-16,2016-01-15,2014-01-28,2014-03-07,AAI,,,41.7959972711947,-87.6453476738722,"(41.79599727119474, -87.64534767387217)"
2014-08-14 02:21:12.178731,,True,241737,2220684-20140527,2220684,376785,3,TRADE AND SAVE LLC,TRADE AND SAVE LLC (01-6521),1453 E 53RD ST 1ST ,CHICAGO,IL,60615,4,54,2,1609,Secondhand Dealer (No Valuable Objects),2220684,ISSUE,2013-01-07,2014-05-06,2014-05-06,False,2014-05-27,2016-06-15,2014-05-19,2014-05-27,AAI,,61,41.7994278540466,-87.5897204891278,"(41.7994278540466, -87.58972048912777)"
2014-08-14 02:21:12.178731,,True,242363,2252871-20140513,2252871,370490,1,"SMARTY PANTS EARLY LEARNING CENTER, INC.","SMARTY PANTS EARLY LEARNING CENTER, INC.",710 E 47TH ST 1ST ,CHICAGO,IL,60653,4,12,2,1023,Children's Services Facility License,2252871,ISSUE,2013-04-24,2014-02-27,2014-02-27,False,2014-05-13,2016-05-15,2014-05-12,2014-05-13,AAI,,47,41.8096159261014,-87.608484736448,"(41.809615926101415, -87.60848473644803)"
2014-08-14 02:21:12.178731,,True,242820,2334684-20140618,2334684,391041,1,FREDDY'S AUTO REPAIR INC.,"FREDDY'S AUTO REPAIR, INC.",4301-4311 S PRINCETON AVE 1ST ,CHICAGO,IL,60609,3,18,9,8340,Motor Vehicle Services License,2334684,ISSUE,2014-06-11,2014-06-11,2014-06-11,False,2014-06-18,2016-07-15,2014-06-17,2014-06-18,AAI,,,41.8163275168678,-87.6334231702953,"(41.81632751686784, -87.63342317029533)"
2014-08-14 02:21:12.178731,,True,353876,2043176-20140716,2332160,354855,1,FAAY FASHIONS INCORPORATED,LOOKING GOOD,220 E 47TH ST 1ST ,CHICAGO,IL,60653,3,35,2,1010,Limited Business License,2043176,RENEW,,2014-05-15,2014-08-02,False,2014-07-16,2016-07-15,2014-08-02,2014-08-04,AAI,,56,41.8094349706863,-87.620224109008,"(41.80943497068632, -87.62022410900799)"
2014-08-14 02:21:12.178731,,True,354660,1047724-20140616,2321789,16483,3,A + INC,NOODLES ETC,1333 E 57TH ST  ,CHICAGO,IL,60637,5,27,2,1006,Retail Food Establishment,1047724,RENEW,,2014-04-15,2014-06-02,False,2014-06-16,2016-06-15,2014-06-02,2014-06-03,AAI,,,41.7913676173311,-87.5934568825423,"(41.79136761733113, -87.5934568825423)"
2014-08-14 02:21:12.178731,,True,15297,1620742-20130716,2257826,48420,3,HOUSE OF AFRICA INC,SARAH KUENYEFU COLLECTION,1510 E 63RD ST  ,CHICAGO,IL,60637,5,33,3,1010,Limited Business License,1620742,RENEW,,2013-05-15,2014-01-28,False,2013-07-16,2015-07-15,2014-01-28,2014-01-29,AAI,,,41.7806918054974,-87.5885497073745,"(41.78069180549736, -87.58854970737451)"
2014-08-14 02:21:12.178731,,True,129612,2152745-20140516,2319301,371897,1,"CNM Communication, Inc.","CNM Communication, Inc.",4666 S HALSTED ST 1 ,CHICAGO,IL,60609,11,,,1010,Limited Business License,2152745,RENEW,,2014-03-15,2014-04-25,False,2014-05-16,2016-05-15,2014-04-25,2014-04-28,AAI,,13,41.8090003745618,-87.6456896408377,"(41.809000374561755, -87.64568964083773)"
2014-08-14 02:21:12.178731,,True,131199,61563-20140616,2322835,86350,1,"AMERICASH LOANS, L.L.C.",AMERICASH LOANS LLC,1513 E 53RD ST  ,CHICAGO,IL,60615,4,54,2,1010,Limited Business License,61563,RENEW,,2014-04-15,2014-04-24,False,2014-06-16,2016-06-15,2014-04-24,2014-05-08,AAI,,61,41.7994383978964,-87.588574721957,"(41.799438397896374, -87.58857472195702)"
2014-08-14 02:21:12.178731,,True,243075,2231811-20140616,2324085,312799,3,"PRECIOUS LITTLE ONE'S LEARNING CENTER, INC.","PRECIOUS LITTLE ONE'S LEARNING CENTER, INC.",22-26 E 63RD ST 1ST ,CHICAGO,IL,60637,20,23,3,1023,Children's Services Facility License,2231811,RENEW,,2014-04-15,2014-04-28,False,2014-06-16,2016-06-15,2014-07-02,2014-07-03,AAI,,,41.7801452792408,-87.6244862077125,"(41.780145279240806, -87.62448620771251)"
2014-08-14 02:21:12.178731,,True,244878,2342197-20140711,2342197,248310,2,JOHN W. NAYLOR,JOHN NAYLOR,5918 S CALUMET AVE  ,CHICAGO,IL,60637,20,42,2,4406,Peddler License,2342197,ISSUE,2014-07-11,2014-07-11,2014-07-11,False,2014-07-11,2016-05-15,,2014-07-11,AAI,,,41.7868957602787,-87.6175529337069,"(41.78689576027871, -87.6175529337069)"
